sales,quantity,discount,category_Office Supplies,category_Technology,region_East,region_South,region_West,segment_Corporate,segment_Home Office,ship_mode_Same Day,ship_mode_Second Class,ship_mode_Standard Class
-0.3651940272474917,-1.253741929331373,3.11854373079798,1,0,0,0,0,0,0,0,0,1
0.03002500201950104,1.4428892644139713,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
-0.29181954278377165,1.4428892644139713,0.2121533166836726,1,0,0,0,1,0,0,0,0,1
-0.21488287857220645,-0.35486486474959156,-0.7566434880210966,1,0,0,1,0,0,0,0,1,0
-0.31940557621843474,0.09457366754129916,-0.7566434880210966,0,0,0,0,1,0,0,0,0,1
-0.3173773801818239,0.9934507321230805,0.2121533166836726,1,0,0,0,0,0,0,0,0,1
1.6016015835259356,0.9934507321230805,0.7934313995065341,0,0,0,0,0,1,0,0,0,0
-0.2085768576672375,-0.35486486474959156,-0.7566434880210966,1,0,0,0,1,1,0,0,0,1
-0.31653015905260673,-0.35486486474959156,0.2121533166836726,1,0,0,0,0,0,0,0,0,1
-0.3043224727816134,0.5440121998321898,-0.7566434880210966,1,0,0,0,0,0,0,0,1,0
1.0493700148183875,0.09457366754129916,0.2121533166836726,0,0,0,0,1,0,0,0,0,1
-0.3372967042312601,-0.35486486474959156,-0.7566434880210966,1,0,1,0,0,0,0,0,0,0
-0.33237062683221313,-1.253741929331373,-0.7566434880210966,0,0,0,0,1,1,0,0,0,1
0.6362085108034652,-0.35486486474959156,0.2121533166836726,0,0,0,0,1,0,0,0,0,1
0.3307708524514158,-0.35486486474959156,-0.030045884492519763,0,0,0,0,1,1,0,0,0,1
0.23765836209659572,-0.35486486474959156,-0.7566434880210966,0,1,0,1,0,0,0,0,0,1
-0.35403894904613187,0.09457366754129916,0.2121533166836726,1,0,0,1,0,1,0,0,0,1
0.31305382196230264,0.5440121998321898,-0.030045884492519763,0,0,0,0,1,1,0,0,0,1
0.20376951692790762,0.5440121998321898,-0.7566434880210966,0,0,0,1,0,0,0,0,0,1
-0.25734021016138664,-1.253741929331373,-0.7566434880210966,1,0,0,0,1,1,0,0,1,0
-0.22122099118661542,-1.253741929331373,-0.7566434880210966,1,0,0,0,0,0,0,0,0,1
0.5360631223248592,-0.35486486474959156,-0.7566434880210966,0,0,0,0,0,0,1,0,0,0
1.0687534073201748,0.5440121998321898,0.2121533166836726,1,0,1,0,0,1,0,0,0,0
-0.27285976084659275,-0.35486486474959156,0.2121533166836726,1,0,0,0,1,0,1,0,0,1
-0.2960428117460816,0.09457366754129916,-0.7566434880210966,1,0,0,0,1,0,1,1,0,0
6.909534382194894,-0.35486486474959156,0.2121533166836726,1,0,0,0,1,0,1,0,1,0
-0.18437970874944315,0.5440121998321898,-0.7566434880210966,0,1,0,0,0,1,0,0,1,0
-0.3587756853594826,-0.35486486474959156,0.2121533166836726,1,0,0,0,0,1,0,0,0,1
-0.32963641318792125,-1.253741929331373,0.2121533166836726,1,0,0,0,0,0,1,0,1,0
-0.24270639065672595,0.5440121998321898,2.634145328445595,1,0,0,1,0,1,0,0,0,0
-0.32180603608455016,-0.35486486474959156,0.2121533166836726,1,0,0,0,1,0,0,0,1,0
-0.21101261841373695,-0.35486486474959156,0.2121533166836726,1,0,0,1,0,0,0,0,0,0
-0.3046754815854539,-1.253741929331373,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
-0.046240945464767175,1.892327796704862,-0.7566434880210966,0,0,0,0,1,0,0,0,0,1
-0.2924228669212445,-0.35486486474959156,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
-0.3048359401326541,-0.8043033970404823,-0.7566434880210966,0,0,1,0,0,1,0,0,0,1
-0.3423190567586272,0.09457366754129916,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
1.299929245442487,-1.253741929331373,0.2121533166836726,0,1,0,0,1,0,0,0,0,1
-0.2437461620425834,-0.35486486474959156,0.2121533166836726,0,0,0,1,0,0,0,0,0,1
-0.3166071791552628,-0.8043033970404823,0.2121533166836726,1,0,1,0,0,1,0,0,0,1
2.2035419264877367,0.09457366754129916,0.2121533166836726,0,0,0,0,1,0,1,0,0,1
-0.19047713354305182,0.5440121998321898,-0.7566434880210966,0,0,0,1,0,0,1,0,0,1
0.19435060020725425,-1.253741929331373,-0.7566434880210966,0,0,0,1,0,0,0,0,0,1
-0.35922496929164327,-0.8043033970404823,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
1.2574013120925387,1.4428892644139713,0.2121533166836726,0,0,0,0,1,0,0,0,1,0
-0.23904793578056074,-0.35486486474959156,-0.7566434880210966,1,0,1,0,0,1,0,0,0,0
1.7165887457863744,-0.8043033970404823,-0.7566434880210966,0,1,1,0,0,0,0,0,0,1
-0.2857895105799871,0.5440121998321898,-0.7566434880210966,1,0,0,0,0,0,1,0,0,1
-0.2989310655956857,-0.8043033970404823,-0.7566434880210966,1,0,0,0,1,1,0,0,0,0
-0.22446225384006005,-0.35486486474959156,-0.7566434880210966,0,1,1,0,0,0,0,0,0,1
0.49028429880863406,-0.35486486474959156,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
-0.347774647363435,0.5440121998321898,0.2121533166836726,1,0,0,0,0,0,0,0,0,1
-0.32955939308526516,1.4428892644139713,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
0.0545912055958559,0.9934507321230805,-0.7566434880210966,1,0,1,0,0,0,0,0,1,0
-0.3213310787848375,-0.8043033970404823,-0.7566434880210966,1,0,0,0,1,0,0,0,0,1
-0.3074417869391858,-0.35486486474959156,0.2121533166836726,1,0,0,0,1,0,0,0,0,1
1.7148076559124517,0.5440121998321898,-0.7566434880210966,0,0,0,0,1,0,0,0,0,0
-0.347761810679659,-0.35486486474959156,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
-0.3438722954955255,-0.35486486474959156,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
-0.3572096099388084,0.09457366754129916,-0.7566434880210966,1,0,1,0,0,1,0,0,0,1
-0.33736409682108426,-0.35486486474959156,0.2121533166836726,1,0,0,0,1,1,0,0,0,1
0.9852828710666165,-0.8043033970404823,-0.7566434880210966,0,1,1,0,0,0,0,0,0,1
-0.17781695416895385,0.9934507321230805,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
-0.28517014058779416,1.4428892644139713,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
-0.29029839575631344,-1.253741929331373,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
-0.3620490397223673,-0.35486486474959156,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
-0.2587522453767487,0.09457366754129916,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
-0.31622207864198226,0.09457366754129916,3.11854373079798,1,0,0,0,0,0,0,0,0,0
-0.36281924074892835,-1.253741929331373,0.2121533166836726,1,0,1,0,0,1,0,0,0,1
-0.26076760472958355,0.9934507321230805,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
-0.24148690569800418,0.09457366754129916,-0.7566434880210966,1,0,0,0,0,0,0,0,0,1
-0.34192111956157073,-0.8043033970404823,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
-0.3271332598515977,-1.253741929331373,0.2121533166836726,1,0,1,0,0,0,0,1,0,0
-0.2083843074105972,-1.253741929331373,-0.7566434880210966,0,1,0,0,1,1,0,0,0,1
-0.24052415441480288,0.09457366754129916,-0.7566434880210966,0,1,0,1,0,0,0,0,0,1
-0.028718872110502287,0.09457366754129916,-0.7566434880210966,1,0,0,0,0,0,0,0,1,0
-0.3635894417754894,-0.8043033970404823,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
-0.33058632778734665,-0.35486486474959156,0.2121533166836726,1,0,0,0,0,0,0,0,0,1
-0.35103195587159963,-1.253741929331373,-0.7566434880210966,1,0,0,1,0,0,0,0,0,1
1.0318800331735627,-0.35486486474959156,-0.7566434880210966,0,0,0,0,0,1,0,0,0,1
-0.361856489465727,-0.35486486474959156,0.2121533166836726,1,0,0,0,0,0,0,0,1,0
1.1496630251604179,1.4428892644139713,0.2121533166836726,0,1,0,0,0,1,0,0,0,0
0.6013954244029037,2.3417663289957527,0.2121533166836726,1,0,0,0,0,0,0,0,0,1
-0.18603243178560552,0.09457366754129916,-0.7566434880210966,0,0,1,0,0,0,0,0,0,1
-0.14901464494651298,-1.253741929331373,-0.7566434880210966,0,1,1,0,0,0,0,0,0,1
0.6486665124080908,0.9934507321230805,0.6965517190360571,0,0,0,0,0,0,1,0,0,1
-0.3509838183074396,0.09457366754129916,-0.7566434880210966,1,0,1,0,0,1,0,0,0,1
-0.06461665829013724,-0.8043033970404823,2.634145328445595,1,0,0,1,0,0,1,0,0,1
-0.03185102295185073,-1.253741929331373,0.2121533166836726,0,0,0,0,1,0,0,0,0,0
-0.2936680252475182,-0.8043033970404823,-0.7566434880210966,1,0,0,0,1,0,0,1,0,0
-0.2340801391592417,-0.35486486474959156,0.2121533166836726,0,1,0,1,0,0,0,0,0,1
-0.3521904665823853,-0.8043033970404823,0.2121533166836726,1,0,0,0,0,1,0,0,0,1
-0.2263909655774068,-0.8043033970404823,0.2121533166836726,1,0,0,1,0,1,0,0,0,1
0.7607500167983938,0.09457366754129916,0.2121533166836726,0,1,0,0,1,0,0,0,1,0
-0.20085880154690655,0.5440121998321898,0.2121533166836726,1,0,1,0,0,0,1,0,0,1
-0.2958502614894413,0.09457366754129916,-0.7566434880210966,0,1,0,0,1,0,0,0,0,1
0.23568472196603288,0.09457366754129916,-0.272245085668712,1,0,0,0,0,0,0,0,0,1
-0.23669882264954942,-0.35486486474959156,0.2121533166836726,1,0,1,0,0,0,1,0,0,1
0.20064057525750312,0.5440121998321898,-0.7566434880210966,0,0,1,0,0,0,0,0,0,0
1.954051349787991,0.5440121998321898,-0.7566434880210966,1,0,0,0,1,0,0,0,0,1
-0.20621811702339415,-0.35486486474959156,-0.7566434880210966,0,1,1,0,0,0,1,0,0,1
-0.03828348519201347,-0.35486486474959156,0.7934313995065341,0,0,0,0,0,1,0,0,0,1
-0.025573884585377855,0.09457366754129916,-0.7566434880210966,1,0,0,0,1,0,0,0,0,0
-0.327332228450126,-0.35486486474959156,-0.7566434880210966,1,0,0,0,1,1,0,0,0,1
-0.23572644385351604,0.5440121998321898,-0.7566434880210966,0,1,0,0,1,0,0,0,1,0
1.0752712335074481,-0.35486486474959156,1.1809501213884417,0,1,1,0,0,1,0,0,0,1
-0.3616543116962547,-0.35486486474959156,3.11854373079798,1,0,0,0,0,0,1,0,0,1
-0.24668576262729155,-0.8043033970404823,-0.7566434880210966,1,0,0,0,1,0,0,0,1,0
-0.24694249630281198,-0.8043033970404823,-0.7566434880210966,1,0,0,0,0,0,0,0,0,1
-0.3521904665823853,-0.8043033970404823,0.2121533166836726,1,0,0,0,0,0,0,0,0,1
-0.34738954685015444,-0.8043033970404823,-0.7566434880210966,1,0,1,0,0,0,0,0,0,0
-0.21483795017899035,0.09457366754129916,0.2121533166836726,0,1,0,0,0,1,0,0,0,1
-0.22171841268293613,-0.35486486474959156,-0.7566434880210966,1,0,0,1,0,1,0,0,0,0
0.07394250638820336,0.9934507321230805,-0.7566434880210966,0,1,1,0,0,0,1,0,0,1
-0.33618954025557857,-0.35486486474959156,-0.7566434880210966,1,0,0,0,1,0,1,0,0,1
-0.02714637834794007,-0.35486486474959156,-0.7566434880210966,0,0,0,0,0,0,0,0,0,0
1.0169573882839413,2.3417663289957527,0.2121533166836726,0,1,0,0,0,1,0,0,1,0
-0.3022814400612264,1.892327796704862,0.2121533166836726,1,0,0,1,0,1,0,0,1,0
-0.3034559966267321,-0.35486486474959156,-0.7566434880210966,1,0,0,0,1,0,1,0,0,1
-0.3007795480594323,-0.35486486474959156,0.2121533166836726,0,0,1,0,0,1,0,0,0,0
0.7423037022122557,3.240643393577534,0.2121533166836726,0,0,0,1,0,1,0,0,0,1
-0.3521904665823853,-0.8043033970404823,0.2121533166836726,1,0,0,0,0,0,0,1,0,0
-0.17654451788965606,-1.253741929331373,-0.030045884492519763,0,0,0,0,1,0,1,0,0,1
0.545209259515272,-0.8043033970404823,-0.7566434880210966,0,1,0,1,0,0,0,0,0,0
-0.3646163764775709,-1.253741929331373,0.2121533166836726,1,0,1,0,0,1,0,0,0,1
0.08509116624767515,2.3417663289957527,0.2121533166836726,0,0,1,0,0,1,0,0,0,0
-0.3219087295547583,0.5440121998321898,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
-0.3608841106696936,-1.253741929331373,-0.7566434880210966,0,0,0,0,1,0,1,0,0,1
-0.26513207721342974,1.4428892644139713,0.2121533166836726,1,0,0,0,0,0,1,0,0,1
-0.3595843964373718,-0.8043033970404823,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
0.35795413493260636,-0.35486486474959156,-0.7566434880210966,0,0,0,1,0,0,1,0,0,1
-0.3062961129121762,-0.35486486474959156,-0.7566434880210966,0,0,1,0,0,0,1,0,1,0
0.45422926325274304,-0.35486486474959156,-0.7566434880210966,0,0,0,0,0,0,0,0,0,1
-0.32723595332180583,0.09457366754129916,-0.7566434880210966,1,0,1,0,0,0,0,0,0,0
-0.31194746294456815,1.4428892644139713,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
1.5516373592645398,1.4428892644139713,-0.7566434880210966,0,0,0,1,0,0,0,0,0,0
-0.1127991508434216,0.09457366754129916,-0.7566434880210966,0,1,0,0,1,1,0,0,1,0
-0.34803138103895537,-0.8043033970404823,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
0.4790842922140581,0.5440121998321898,0.6965517190360571,0,0,0,0,0,1,0,0,0,1
-0.33153624238677193,0.5440121998321898,0.2121533166836726,1,0,0,0,1,0,1,0,0,1
-0.32632133960276455,-1.253741929331373,-0.7566434880210966,1,0,1,0,0,1,0,0,0,1
0.016225566960281473,-0.35486486474959156,-0.7566434880210966,0,1,0,0,1,0,1,0,1,0
0.38356331906576263,0.9934507321230805,-0.7566434880210966,0,1,0,0,0,0,0,0,0,0
-0.2696762632701402,0.09457366754129916,0.2121533166836726,1,0,0,0,0,1,0,0,0,1
-0.3035522717550522,-0.35486486474959156,0.2121533166836726,0,1,0,0,0,0,0,0,0,1
-0.3079488359483385,-0.8043033970404823,-0.7566434880210966,1,0,1,0,0,0,1,0,0,0
-0.24058833783368289,0.09457366754129916,-0.7566434880210966,0,0,0,0,1,0,0,0,0,1
-0.2727057206412805,-0.8043033970404823,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
-0.362568925415296,-0.8043033970404823,-0.7566434880210966,1,0,0,0,0,1,0,0,0,1
-0.33448867965525614,0.5440121998321898,-0.7566434880210966,1,0,0,0,1,0,0,0,0,1
2.278338073679651,0.5440121998321898,-0.7566434880210966,0,1,0,0,0,0,0,0,0,1
-0.34009831046537614,0.9934507321230805,3.11854373079798,1,0,0,0,0,0,0,0,0,1
-0.33724856666710007,0.5440121998321898,0.2121533166836726,1,0,0,0,1,1,0,0,0,1
2.5097674363065394,-0.8043033970404823,-0.7566434880210966,1,0,0,1,0,0,0,0,0,1
-0.2381525770871835,1.4428892644139713,2.634145328445595,1,0,1,0,0,1,0,0,0,1
-0.3236737735739608,-0.35486486474959156,-0.7566434880210966,1,0,0,0,1,0,0,0,0,1
-0.3113698121746474,-0.35486486474959156,0.2121533166836726,1,0,0,0,1,0,0,1,0,0
0.07076542715363883,-0.8043033970404823,-0.7566434880210966,0,0,0,1,0,0,0,0,0,0
-0.3434615216146929,1.892327796704862,0.2121533166836726,1,0,0,0,0,1,0,0,1,0
0.2575520127784799,-0.8043033970404823,0.2121533166836726,0,0,0,1,0,0,0,0,0,1
0.5442753907705667,-0.35486486474959156,0.6965517190360571,0,0,0,0,0,0,1,0,1,0
-0.33383079961173523,-0.35486486474959156,-0.7566434880210966,1,0,0,0,0,0,1,0,0,1
-0.3594560295996116,-0.8043033970404823,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
-0.35005957707556623,-0.8043033970404823,0.2121533166836726,1,0,0,1,0,0,1,0,0,1
-0.3609194115500777,-0.8043033970404823,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
-0.34052192102998474,0.09457366754129916,-0.7566434880210966,1,0,1,0,0,0,0,0,0,1
-0.33555412440866567,0.09457366754129916,0.2121533166836726,1,0,0,1,0,0,0,0,0,1
-0.33701750635913175,0.9934507321230805,0.2121533166836726,1,0,0,0,0,0,0,0,0,1
-0.2263396188423027,0.9934507321230805,-0.7566434880210966,1,0,0,0,1,0,0,0,0,1
-0.2750163237209638,2.3417663289957527,3.11854373079798,1,0,0,0,0,1,0,0,0,0
-0.3621549423635194,1.4428892644139713,2.634145328445595,1,0,0,0,1,1,0,0,0,1
-0.24148690569800418,0.5440121998321898,0.2121533166836726,1,0,1,0,0,0,0,0,0,1
0.09314939448807066,-0.35486486474959156,1.1809501213884417,0,1,0,0,0,0,0,0,0,1
-0.21504333711940668,0.09457366754129916,0.2121533166836726,0,1,0,0,1,0,0,0,1,0
-0.3290074156828964,-0.8043033970404823,0.2121533166836726,1,0,0,0,0,1,0,0,1,0
0.3144586365430407,-1.253741929331373,-0.030045884492519763,0,0,0,0,1,0,0,1,0,0
0.45894674454042966,0.9934507321230805,-0.7566434880210966,0,0,0,0,1,0,0,0,1,0
-0.1138581772549431,0.5440121998321898,-0.7566434880210966,1,0,0,0,1,0,0,0,1,0
-0.34519126475351136,-0.35486486474959156,-0.7566434880210966,1,0,0,0,1,0,0,0,0,1
-0.2961711785838418,0.09457366754129916,-0.7566434880210966,1,0,0,0,1,0,0,0,0,0
-0.19645581901173229,2.3417663289957527,0.2121533166836726,1,0,1,0,0,1,0,0,1,0
1.797122890626168,-0.35486486474959156,-0.7566434880210966,0,1,1,0,0,0,0,1,0,0
-0.15590473496329077,-0.35486486474959156,0.2121533166836726,1,0,0,0,0,0,0,0,0,0
-0.3431662778878445,-0.8043033970404823,2.1497469260932105,0,0,0,0,0,0,0,0,1,0
-0.33555412440866567,0.09457366754129916,0.2121533166836726,1,0,0,0,0,0,1,0,0,1
-0.36280961323609634,-1.253741929331373,-0.7566434880210966,1,0,0,0,0,0,1,0,0,1
-0.3455282277026318,-0.35486486474959156,-0.7566434880210966,0,0,0,0,1,1,0,0,0,1
-0.2595352830870858,-0.35486486474959156,0.2121533166836726,0,1,0,0,0,0,0,0,0,1
-0.23666031259822135,-0.8043033970404823,0.2121533166836726,1,0,0,0,1,0,0,0,0,1
-0.33083022477909096,-0.8043033970404823,0.2121533166836726,1,0,0,0,0,0,1,0,0,1
-0.35351906335320316,-0.8043033970404823,-0.7566434880210966,1,0,0,0,0,0,0,0,0,0
-0.33729991340220417,-0.8043033970404823,0.2121533166836726,1,0,0,0,0,0,1,0,0,1
-0.35270393393342603,0.09457366754129916,0.2121533166836726,1,0,1,0,0,1,0,0,0,1
